GENE	G_arboreum%G_a_rep1	G_arboreum%G_a_rep2	G_arboreum_x_raimondii%G_HH_rep1	G_arboreum_x_raimondii%G_HH_rep2	G_raimondii%G_r_rep1	G_raimondii%G_r_rep2
lcl|NC_030676.1_cds_XP_017618255.1_44307	28	18	18	24	8	4
lcl|NC_030676.1_cds_XP_017617835.1_44308	29	24	25	18	11	11
lcl|NC_030676.1_cds_XP_017618795.1_44309	50	30	47	31	14	20
lcl|NC_030676.1_cds_XP_017616498.1_44310	309	262	46	44	70	47
lcl|NC_030676.1_cds_XP_017618840.1_44311	107	42	30	29	56	48
lcl|NC_030676.1_cds_XP_017616761.1_44312	54	58	53	33	43	44
lcl|NC_030676.1_cds_XP_017617838.1_44313	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617399.1_44314	45	37	62	37	45	32
lcl|NC_030676.1_cds_XP_017618311.1_44315	9	6	13	4	10	9
lcl|NC_030676.1_cds_XP_017617839.1_44316	1	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618464.1_44317	31	16	18	16	61	48
lcl|NC_030676.1_cds_XP_017620115.1_44319	55	34	32	35	43	27
lcl|NC_030676.1_cds_XP_017620111.1_44320	56	30	42	40	39	36
lcl|NC_030676.1_cds_XP_017620394.1_44323	210	180	169	144	49	26
lcl|NC_030676.1_cds_XP_017617840.1_44324	0	0	19	21	46	26
lcl|NC_030676.1_cds_XP_017618685.1_44325	14	7	60	46	86	69
lcl|NC_030676.1_cds_XP_017617841.1_44326	0	0	1	0	2	1
lcl|NC_030676.1_cds_XP_017617843.1_44327	27	22	77	86	95	41
lcl|NC_030676.1_cds_XP_017618804.1_44329	0	0	5	0	10	6
lcl|NC_030676.1_cds_XP_017618802.1_44330	0	0	0	2	15	15
lcl|NC_030676.1_cds_XP_017616565.1_44332	227	168	184	143	77	42
lcl|NC_030676.1_cds_XP_017617075.1_44333	7	3	19	23	9	15
lcl|NC_030676.1_cds_XP_017617077.1_44335	14	18	21	15	15	10
lcl|NC_030676.1_cds_XP_017616847.1_44336	68	45	30	15	0	1
lcl|NC_030676.1_cds_XP_017616756.1_44337	94	39	60	74	78	62
lcl|NC_030676.1_cds_XP_017617282.1_44338	6	1	2	4	1	1
lcl|NC_030676.1_cds_XP_017617280.1_44340	3	3	0	0	1	0
lcl|NC_030676.1_cds_XP_017617844.1_44342	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017620075.1_44343	878	486	999	765	948	505
lcl|NC_030676.1_cds_XP_017620074.1_44344	62	34	52	36	73	45
lcl|NC_030676.1_cds_XP_017616613.1_44345	195	144	156	271	179	66
lcl|NC_030676.1_cds_XP_017617845.1_44346	1	1	1	0	0	1
lcl|NC_030676.1_cds_XP_017617416.1_44347	124	67	102	104	63	42
lcl|NC_030676.1_cds_XP_017619527.1_44348	164	142	120	171	118	57
lcl|NC_030676.1_cds_XP_017619528.1_44349	285	188	303	166	421	185
lcl|NC_030676.1_cds_XP_017618265.1_44350	60	28	90	46	76	47
lcl|NC_030676.1_cds_XP_017618738.1_44351	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017620485.1_44353	29	24	64	189	44	19
lcl|NC_030676.1_cds_XP_017618606.1_44354	966	593	196	366	588	378
lcl|NC_030676.1_cds_XP_017620188.1_44355	2420	1757	3199	1941	2264	1216
lcl|NC_030676.1_cds_XP_017618315.1_44356	32	9	33	27	9	7
lcl|NC_030676.1_cds_XP_017616749.1_44358	40	23	74	61	36	28
lcl|NC_030676.1_cds_XP_017618389.1_44359	3	2	3	4	4	0
lcl|NC_030676.1_cds_XP_017617846.1_44360	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017616918.1_44361	171	134	109	91	163	91
lcl|NC_030676.1_cds_XP_017617847.1_44362	0	0	2	4	3	3
lcl|NC_030676.1_cds_XP_017618467.1_44363	5	7	8	6	4	3
lcl|NC_030676.1_cds_XP_017617168.1_44364	79	52	64	54	12	9
lcl|NC_030676.1_cds_XP_017616484.1_44365	272	157	276	220	157	105
lcl|NC_030676.1_cds_XP_017620344.1_44366	107	72	790	112	92	36
lcl|NC_030676.1_cds_XP_017617236.1_44368	11	12	18	15	18	6
lcl|NC_030676.1_cds_XP_017618567.1_44369	95	68	261	128	139	102
lcl|NC_030676.1_cds_XP_017619268.1_44370	391	261	370	195	372	308
lcl|NC_030676.1_cds_XP_017616935.1_44371	102	61	127	81	138	78
lcl|NC_030676.1_cds_XP_017617848.1_44372	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617849.1_44373	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618826.1_44374	17	15	5	7	15	6
lcl|NC_030676.1_cds_XP_017617317.1_44375	23	9	12	23	26	11
lcl|NC_030676.1_cds_XP_017616878.1_44376	118	74	358	290	78	46
lcl|NC_030676.1_cds_XP_017619245.1_44378	314	198	242	228	249	168
lcl|NC_030676.1_cds_XP_017619243.1_44380	552	373	464	351	411	302
lcl|NC_030676.1_cds_XP_017619242.1_44381	25	9	71	18	11	6
lcl|NC_030676.1_cds_XP_017617851.1_44382	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618474.1_44383	0	0	0	1	0	1
lcl|NC_030676.1_cds_XP_017617013.1_44384	23	13	13	8	5	8
lcl|NC_030676.1_cds_XP_017617012.1_44385	217	200	197	271	337	211
lcl|NC_030676.1_cds_XP_017616280.1_44386	311	186	75	75	154	110
lcl|NC_030676.1_cds_XP_017617240.1_44388	16	11	22	20	13	8
lcl|NC_030676.1_cds_XP_017617242.1_44389	8	13	21	19	6	3
lcl|NC_030676.1_cds_XP_017619045.1_44391	3	2	3	0	0	0
lcl|NC_030676.1_cds_XP_017617457.1_44392	24	15	18	11	52	21
lcl|NC_030676.1_cds_XP_017617459.1_44394	38	29	24	27	80	45
lcl|NC_030676.1_cds_XP_017620349.1_44395	239	150	269	222	234	174
lcl|NC_030676.1_cds_XP_017618720.1_44396	15	5	8	0	8	7
lcl|NC_030676.1_cds_XP_017618377.1_44397	60	60	60	80	98	35
lcl|NC_030676.1_cds_XP_017618945.1_44398	1	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017620087.1_44399	713	368	612	414	613	447
lcl|NC_030676.1_cds_XP_017619306.1_44401	457	302	527	341	303	217
lcl|NC_030676.1_cds_XP_017619307.1_44404	434	319	412	282	260	211
lcl|NC_030676.1_cds_XP_017617853.1_44406	142	50	33	28	4	6
lcl|NC_030676.1_cds_XP_017620288.1_44407	540	448	483	356	246	167
lcl|NC_030676.1_cds_XP_017616644.1_44408	54	39	17	31	8	2
lcl|NC_030676.1_cds_XP_017618559.1_44409	10	8	16	25	20	5
lcl|NC_030676.1_cds_XP_017617854.1_44410	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617855.1_44411	2	3	6	12	12	9
lcl|NC_030676.1_cds_XP_017618480.1_44412	16	5	8	16	4	1
lcl|NC_030676.1_cds_XP_017616757.1_44413	364	212	461	261	324	211
lcl|NC_030676.1_cds_XP_017617132.1_44415	47	17	42	59	36	22
lcl|NC_030676.1_cds_XP_017616736.1_44416	52	35	75	52	67	43
lcl|NC_030676.1_cds_XP_017617856.1_44418	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017619668.1_44419	27	7	45	40	26	12
lcl|NC_030676.1_cds_XP_017619665.1_44420	385	208	223	217	483	289
lcl|NC_030676.1_cds_XP_017616431.1_44422	183	100	118	85	198	131
lcl|NC_030676.1_cds_XP_017620218.1_44423	481	334	667	625	818	642
lcl|NC_030676.1_cds_XP_017617857.1_44424	0	1	1	1	1	1
lcl|NC_030676.1_cds_XP_017617858.1_44425	0	0	1	1	1	0
lcl|NC_030676.1_cds_XP_017618620.1_44426	10	4	9	15	16	8
lcl|NC_030676.1_cds_XP_017620060.1_44427	177	69	112	103	254	144
lcl|NC_030676.1_cds_XP_017620061.1_44428	92	61	108	77	109	58
lcl|NC_030676.1_cds_XP_017619104.1_44429	147	127	200	92	118	86
lcl|NC_030676.1_cds_XP_017619101.1_44430	171	94	167	92	206	127
lcl|NC_030676.1_cds_XP_017619100.1_44431	168	110	214	140	216	127
lcl|NC_030676.1_cds_XP_017619105.1_44433	196	129	177	136	157	104
lcl|NC_030676.1_cds_XP_017617860.1_44435	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017616480.1_44436	78	54	75	53	65	41
lcl|NC_030676.1_cds_XP_017618475.1_44439	7	12	77	75	214	178
lcl|NC_030676.1_cds_XP_017620474.1_44440	184	107	174	158	158	97
lcl|NC_030676.1_cds_XP_017619181.1_44441	2050	1872	1250	1316	1283	687
lcl|NC_030676.1_cds_XP_017616310.1_44443	114	93	90	60	97	103
lcl|NC_030676.1_cds_XP_017617861.1_44447	0	0	8	4	13	14
lcl|NC_030676.1_cds_XP_017617862.1_44448	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617863.1_44450	16	17	5	3	2	5
lcl|NC_030676.1_cds_XP_017617864.1_44451	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617865.1_44452	7	1	9	8	1	0
lcl|NC_030676.1_cds_XP_017617191.1_44453	32	20	20	15	28	18
lcl|NC_030676.1_cds_XP_017617193.1_44454	36	19	28	25	24	19
lcl|NC_030676.1_cds_XP_017617194.1_44455	23	14	19	5	20	8
lcl|NC_030676.1_cds_XP_017618950.1_44456	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017616308.1_44457	101	66	83	92	72	57
lcl|NC_030676.1_cds_XP_017616309.1_44458	72	48	77	72	56	38
lcl|NC_030676.1_cds_XP_017617866.1_44459	0	1	0	0	0	0
lcl|NC_030676.1_cds_XP_017617868.1_44460	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017619750.1_44461	12	8	13	11	12	12
lcl|NC_030676.1_cds_XP_017619749.1_44462	20	13	14	12	23	14
lcl|NC_030676.1_cds_XP_017619747.1_44463	20	17	25	18	22	19
lcl|NC_030676.1_cds_XP_017617332.1_44465	22	16	18	8	22	16
lcl|NC_030676.1_cds_XP_017616812.1_44466	56	21	48	47	63	52
lcl|NC_030676.1_cds_XP_017620313.1_44468	127	64	144	74	111	118
lcl|NC_030676.1_cds_XP_017620037.1_44474	37	26	19	19	32	31
lcl|NC_030676.1_cds_XP_017620080.1_44477	46	49	40	33	13	4
lcl|NC_030676.1_cds_XP_017620077.1_44479	78	56	20	27	10	2
lcl|NC_030676.1_cds_XP_017617869.1_44483	28	15	59	28	1	2
lcl|NC_030676.1_cds_XP_017618753.1_44485	191	130	131	84	313	183
lcl|NC_030676.1_cds_XP_017620275.1_44486	256	183	259	338	160	85
lcl|NC_030676.1_cds_XP_017616302.1_44489	438	272	443	290	445	242
lcl|NC_030676.1_cds_XP_017617870.1_44491	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017620324.1_44492	15	14	11	11	20	12
lcl|NC_030676.1_cds_XP_017620322.1_44493	35	8	15	26	31	20
lcl|NC_030676.1_cds_XP_017616881.1_44494	136	60	106	68	136	101
lcl|NC_030676.1_cds_XP_017619041.1_44495	370	231	319	308	202	146
lcl|NC_030676.1_cds_XP_017619040.1_44496	130	75	62	103	143	118
lcl|NC_030676.1_cds_XP_017617871.1_44497	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617872.1_44498	0	0	1	5	5	6
lcl|NC_030676.1_cds_XP_017617393.1_44499	32	43	50	48	79	31
lcl|NC_030676.1_cds_XP_017619015.1_44500	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618339.1_44501	3	0	25	27	24	27
lcl|NC_030676.1_cds_XP_017617873.1_44502	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618897.1_44503	0	1	7	8	14	16
lcl|NC_030676.1_cds_XP_017617874.1_44504	0	0	0	1	0	0
lcl|NC_030676.1_cds_XP_017617423.1_44505	31	13	67	65	13	11
lcl|NC_030676.1_cds_XP_017617395.1_44507	19	6	19	12	33	20
lcl|NC_030676.1_cds_XP_017618670.1_44508	228	134	74	73	204	121
lcl|NC_030676.1_cds_XP_017618671.1_44509	189	71	74	57	146	77
lcl|NC_030676.1_cds_XP_017620430.1_44510	93	59	71	76	66	37
lcl|NC_030676.1_cds_XP_017620393.1_44511	320	170	151	192	236	163
lcl|NC_030676.1_cds_XP_017616629.1_44512	80	40	93	98	92	62
lcl|NC_030676.1_cds_XP_017619647.1_44513	138	99	120	63	85	58
lcl|NC_030676.1_cds_XP_017619648.1_44514	157	107	122	66	70	82
lcl|NC_030676.1_cds_XP_017619207.1_44515	222	116	97	56	268	212
lcl|NC_030676.1_cds_XP_017619453.1_44518	469	334	462	371	478	325
lcl|NC_030676.1_cds_XP_017618882.1_44519	4	3	4	5	1	0
lcl|NC_030676.1_cds_XP_017617875.1_44520	1	0	0	1	0	0
lcl|NC_030676.1_cds_XP_017617369.1_44521	53	23	17	12	29	24
lcl|NC_030676.1_cds_XP_017616818.1_44523	544	434	792	649	678	422
lcl|NC_030676.1_cds_XP_017619908.1_44525	145	98	136	101	142	115
lcl|NC_030676.1_cds_XP_017618934.1_44531	0	0	3	1	1	3
lcl|NC_030676.1_cds_XP_017617876.1_44534	0	0	1	1	7	2
lcl|NC_030676.1_cds_XP_017617148.1_44535	112	48	73	75	60	43
lcl|NC_030676.1_cds_XP_017620091.1_44537	31	25	41	33	48	45
lcl|NC_030676.1_cds_XP_017620094.1_44538	16	4	9	5	6	4
lcl|NC_030676.1_cds_XP_017620093.1_44539	9	9	10	9	5	1
lcl|NC_030676.1_cds_XP_017619931.1_44540	44	24	280	184	333	181
lcl|NC_030676.1_cds_XP_017617323.1_44541	47	18	30	33	25	21
lcl|NC_030676.1_cds_XP_017619699.1_44543	36	27	45	45	66	33
lcl|NC_030676.1_cds_XP_017619700.1_44544	81	43	48	56	307	227
lcl|NC_030676.1_cds_XP_017619535.1_44545	189	99	170	97	157	147
lcl|NC_030676.1_cds_XP_017617417.1_44546	44	58	61	47	42	31
lcl|NC_030676.1_cds_XP_017618497.1_44547	0	0	0	0	0	1
lcl|NC_030676.1_cds_XP_017619717.1_44548	12	9	11	5	29	14
lcl|NC_030676.1_cds_XP_017617877.1_44549	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617878.1_44550	1	0	2	2	5	2
lcl|NC_030676.1_cds_XP_017619718.1_44551	73	50	74	52	88	66
lcl|NC_030676.1_cds_XP_017617052.1_44553	59	35	100	32	56	47
lcl|NC_030676.1_cds_XP_017617000.1_44554	54	36	24	27	33	31
lcl|NC_030676.1_cds_XP_017616900.1_44556	4	8	8	2	0	2
lcl|NC_030676.1_cds_XP_017620370.1_44557	17	25	28	22	6	1
lcl|NC_030676.1_cds_XP_017617879.1_44558	596	467	663	733	279	112
lcl|NC_030676.1_cds_XP_017616858.1_44559	223	179	346	511	623	445
lcl|NC_030676.1_cds_XP_017619641.1_44560	16	10	31	13	11	6
lcl|NC_030676.1_cds_XP_017619640.1_44561	182	108	194	174	276	205
lcl|NC_030676.1_cds_XP_017617185.1_44562	131	92	84	82	91	55
lcl|NC_030676.1_cds_XP_017617232.1_44563	1057	449	408	394	713	422
lcl|NC_030676.1_cds_XP_017619656.1_44564	167	124	154	118	189	99
lcl|NC_030676.1_cds_XP_017618278.1_44566	169	92	178	149	187	128
lcl|NC_030676.1_cds_XP_017616448.1_44567	147	67	146	132	69	48
lcl|NC_030676.1_cds_XP_017616399.1_44568	199	107	146	78	120	93
lcl|NC_030676.1_cds_XP_017616706.1_44569	68	44	52	61	93	52
lcl|NC_030676.1_cds_XP_017617880.1_44570	13	0	44	24	60	62
lcl|NC_030676.1_cds_XP_017618955.1_44571	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618845.1_44572	6	4	3	3	3	0
lcl|NC_030676.1_cds_XP_017620248.1_44573	109	82	144	121	109	68
lcl|NC_030676.1_cds_XP_017620252.1_44576	49	31	99	138	19	20
lcl|NC_030676.1_cds_XP_017616560.1_44577	13	5	17	6	9	5
lcl|NC_030676.1_cds_XP_017616738.1_44578	78	43	46	45	72	49
lcl|NC_030676.1_cds_XP_017617881.1_44579	0	1	0	0	0	0
lcl|NC_030676.1_cds_XP_017620282.1_44580	404	267	391	363	290	166
lcl|NC_030676.1_cds_XP_017618318.1_44581	14	14	33	29	42	31
lcl|NC_030676.1_cds_XP_017618676.1_44582	6	4	10	8	10	5
lcl|NC_030676.1_cds_XP_017617883.1_44583	5	3	13	23	33	31
lcl|NC_030676.1_cds_XP_017617884.1_44584	9	5	9	5	4	3
lcl|NC_030676.1_cds_XP_017617391.1_44585	102	65	40	39	15	18
lcl|NC_030676.1_cds_XP_017617885.1_44586	13	3	23	9	23	15
lcl|NC_030676.1_cds_XP_017617886.1_44587	8	6	29	25	31	25
lcl|NC_030676.1_cds_XP_017617081.1_44588	176	90	65	37	13	14
lcl|NC_030676.1_cds_XP_017617887.1_44590	3	2	4	3	1	5
lcl|NC_030676.1_cds_XP_017618332.1_44591	301	169	177	157	0	0
lcl|NC_030676.1_cds_XP_017617888.1_44592	21	16	11	5	5	5
lcl|NC_030676.1_cds_XP_017616586.1_44593	104	76	97	67	25	28
lcl|NC_030676.1_cds_XP_017617889.1_44594	5	2	8	7	7	8
lcl|NC_030676.1_cds_XP_017617890.1_44595	37	20	31	27	17	17
lcl|NC_030676.1_cds_XP_017617891.1_44596	4	4	9	5	4	3
lcl|NC_030676.1_cds_XP_017617394.1_44597	18	6	14	11	7	13
lcl|NC_030676.1_cds_XP_017619107.1_44598	1	3	15	13	1	4
lcl|NC_030676.1_cds_XP_017619541.1_44599	66	43	84	67	43	40
lcl|NC_030676.1_cds_XP_017619537.1_44600	138	87	149	108	98	65
lcl|NC_030676.1_cds_XP_017617095.1_44604	94	51	118	118	125	120
lcl|NC_030676.1_cds_XP_017619591.1_44605	152	82	146	106	161	102
lcl|NC_030676.1_cds_XP_017619590.1_44606	153	124	132	118	161	110
lcl|NC_030676.1_cds_XP_017617314.1_44607	33	24	40	43	37	17
lcl|NC_030676.1_cds_XP_017620319.1_44608	126	95	48	32	70	63
lcl|NC_030676.1_cds_XP_017617892.1_44610	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617491.1_44611	523	367	279	108	1047	679
lcl|NC_030676.1_cds_XP_017619524.1_44612	357	200	361	311	329	184
lcl|NC_030676.1_cds_XP_017619525.1_44613	55	13	21	27	23	18
lcl|NC_030676.1_cds_XP_017617894.1_44614	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617895.1_44615	1	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017616445.1_44616	62	34	34	36	49	37
lcl|NC_030676.1_cds_XP_017616444.1_44618	55	24	65	33	44	32
lcl|NC_030676.1_cds_XP_017616800.1_44619	95	63	99	76	111	57
lcl|NC_030676.1_cds_XP_017620134.1_44620	373	246	428	242	352	260
lcl|NC_030676.1_cds_XP_017618342.1_44621	155	105	166	191	78	56
lcl|NC_030676.1_cds_XP_017616587.1_44622	122	76	136	148	124	93
lcl|NC_030676.1_cds_XP_017619636.1_44623	38	33	61	51	31	26
lcl|NC_030676.1_cds_XP_017619635.1_44624	635	417	531	474	509	334
lcl|NC_030676.1_cds_XP_017617896.1_44625	0	0	0	1	0	0
lcl|NC_030676.1_cds_XP_017617204.1_44626	112	64	86	113	94	73
lcl|NC_030676.1_cds_XP_017618410.1_44627	37	24	31	38	8	1
lcl|NC_030676.1_cds_XP_017617225.1_44628	68	36	26	33	16	18
lcl|NC_030676.1_cds_XP_017619155.1_44629	328	238	336	307	285	120
lcl|NC_030676.1_cds_XP_017619154.1_44630	338	186	328	201	297	187
lcl|NC_030676.1_cds_XP_017617897.1_44631	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017619152.1_44632	12	10	10	8	16	5
lcl|NC_030676.1_cds_XP_017619151.1_44633	91	60	84	57	191	111
lcl|NC_030676.1_cds_XP_017619153.1_44634	121	125	91	111	162	67
lcl|NC_030676.1_cds_XP_017620253.1_44635	155	85	143	112	162	101
lcl|NC_030676.1_cds_XP_017616998.1_44636	11	5	7	16	5	0
lcl|NC_030676.1_cds_XP_017617898.1_44637	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618393.1_44638	8	7	11	13	21	16
lcl|NC_030676.1_cds_XP_017618822.1_44639	2	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617899.1_44640	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618940.1_44641	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017620048.1_44642	110	55	132	94	130	70
lcl|NC_030676.1_cds_XP_017618709.1_44644	4	4	3	3	1	2
lcl|NC_030676.1_cds_XP_017620193.1_44645	170	117	174	168	210	110
lcl|NC_030676.1_cds_XP_017616685.1_44646	77	64	97	77	132	80
lcl|NC_030676.1_cds_XP_017618629.1_44647	27	11	23	12	3	3
lcl|NC_030676.1_cds_XP_017620095.1_44648	9	7	43	12	16	8
lcl|NC_030676.1_cds_XP_017617067.1_44649	45	32	48	62	71	42
lcl|NC_030676.1_cds_XP_017619364.1_44650	227	155	280	171	331	220
lcl|NC_030676.1_cds_XP_017619366.1_44652	192	101	160	186	137	54
lcl|NC_030676.1_cds_XP_017616356.1_44654	158	100	143	126	112	68
lcl|NC_030676.1_cds_XP_017617269.1_44656	81	36	30	26	26	40
lcl|NC_030676.1_cds_XP_017618735.1_44658	7	5	15	19	7	6
lcl|NC_030676.1_cds_XP_017618457.1_44660	759	325	377	549	1406	751
lcl|NC_030676.1_cds_XP_017618440.1_44661	1078	723	347	401	428	263
lcl|NC_030676.1_cds_XP_017618291.1_44662	1415	957	503	732	1418	937
lcl|NC_030676.1_cds_XP_017616346.1_44663	65	64	102	72	91	75
lcl|NC_030676.1_cds_XP_017617900.1_44664	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618613.1_44665	42	28	17	14	20	11
lcl|NC_030676.1_cds_XP_017618672.1_44667	0	0	2	1	0	0
lcl|NC_030676.1_cds_XP_017616919.1_44668	98	70	90	97	119	76
lcl|NC_030676.1_cds_XP_017618722.1_44669	25	18	38	30	37	42
lcl|NC_030676.1_cds_XP_017620383.1_44670	84	42	64	49	43	43
lcl|NC_030676.1_cds_XP_017619098.1_44671	1	2	1	0	1	2
lcl|NC_030676.1_cds_XP_017618951.1_44672	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017619465.1_44673	74	58	64	53	76	44
lcl|NC_030676.1_cds_XP_017619458.1_44674	21	12	12	10	13	16
lcl|NC_030676.1_cds_XP_017619466.1_44681	19	11	66	45	129	54
lcl|NC_030676.1_cds_XP_017617207.1_44682	22	6	54	31	10	2
lcl|NC_030676.1_cds_XP_017619639.1_44683	494	393	764	532	385	219
lcl|NC_030676.1_cds_XP_017616873.1_44684	18	15	41	36	8	2
lcl|NC_030676.1_cds_XP_017618941.1_44687	1	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618527.1_44688	35	28	5	6	29	21
lcl|NC_030676.1_cds_XP_017616344.1_44689	326	198	105	92	448	358
lcl|NC_030676.1_cds_XP_017616345.1_44690	307	189	464	418	378	289
lcl|NC_030676.1_cds_XP_017616869.1_44691	93	44	112	113	129	75
lcl|NC_030676.1_cds_XP_017618451.1_44692	0	1	1	1	0	0
lcl|NC_030676.1_cds_XP_017618454.1_44694	4	2	1	0	0	0
lcl|NC_030676.1_cds_XP_017618455.1_44695	0	0	1	0	0	0
lcl|NC_030676.1_cds_XP_017617901.1_44696	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017619033.1_44697	3	2	0	0	0	0
lcl|NC_030676.1_cds_XP_017617902.1_44698	0	0	0	0	1	0
lcl|NC_030676.1_cds_XP_017620024.1_44699	701	452	552	327	697	529
lcl|NC_030676.1_cds_XP_017618656.1_44700	0	1	3	2	10	4
lcl|NC_030676.1_cds_XP_017619526.1_44701	119	86	113	189	166	87
lcl|NC_030676.1_cds_XP_017617103.1_44702	237	152	282	204	156	103
lcl|NC_030676.1_cds_XP_017620486.1_44704	106	58	77	51	88	80
lcl|NC_030676.1_cds_XP_017616701.1_44705	85	50	60	63	86	48
lcl|NC_030676.1_cds_XP_017616734.1_44709	137	65	184	117	233	234
lcl|NC_030676.1_cds_XP_017618530.1_44710	8	5	7	8	11	4
lcl|NC_030676.1_cds_XP_017617374.1_44711	39	24	50	27	69	48
lcl|NC_030676.1_cds_XP_017619729.1_44712	722	480	1173	1714	1071	484
lcl|NC_030676.1_cds_XP_017617904.1_44713	2	3	0	7	1	1
lcl|NC_030676.1_cds_XP_017619401.1_44714	750	465	611	429	963	709
lcl|NC_030676.1_cds_XP_017618764.1_44715	33	16	4	5	18	16
lcl|NC_030676.1_cds_XP_017617905.1_44716	0	0	1	1	3	3
lcl|NC_030676.1_cds_XP_017617906.1_44717	0	0	2	2	1	2
lcl|NC_030676.1_cds_XP_017617907.1_44718	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618943.1_44719	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617908.1_44720	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617909.1_44721	0	0	3	4	3	3
lcl|NC_030676.1_cds_XP_017618921.1_44722	3	2	4	6	10	8
lcl|NC_030676.1_cds_XP_017618376.1_44723	76	53	107	75	122	67
lcl|NC_030676.1_cds_XP_017620463.1_44728	519	367	668	1774	524	240
lcl|NC_030676.1_cds_XP_017619049.1_44729	0	0	0	1	0	0
lcl|NC_030676.1_cds_XP_017618704.1_44730	2	3	3	5	1	2
lcl|NC_030676.1_cds_XP_017618276.1_44731	21	10	11	17	4	1
lcl|NC_030676.1_cds_XP_017616527.1_44732	45	31	18	39	1	1
lcl|NC_030676.1_cds_XP_017617910.1_44733	0	1	1	2	2	0
lcl|NC_030676.1_cds_XP_017617911.1_44734	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618349.1_44735	317	172	572	454	320	236
lcl|NC_030676.1_cds_XP_017616916.1_44736	62	26	47	59	29	11
lcl|NC_030676.1_cds_XP_017617912.1_44738	0	0	0	1	0	0
lcl|NC_030676.1_cds_XP_017619915.1_44739	232	163	192	191	197	126
lcl|NC_030676.1_cds_XP_017617306.1_44741	96	44	332	259	40	27
lcl|NC_030676.1_cds_XP_017616819.1_44742	376	206	399	255	673	383
lcl|NC_030676.1_cds_XP_017616759.1_44743	126	81	139	166	174	105
lcl|NC_030676.1_cds_XP_017620241.1_44744	501	341	310	364	376	268
lcl|NC_030676.1_cds_XP_017620475.1_44745	485	316	228	238	289	131
lcl|NC_030676.1_cds_XP_017618608.1_44746	39	13	16	20	37	17
lcl|NC_030676.1_cds_XP_017616661.1_44747	529	242	298	156	385	283
lcl|NC_030676.1_cds_XP_017616662.1_44748	197	122	131	90	56	41
lcl|NC_030676.1_cds_XP_017618703.1_44749	13	1	12	11	1	4
lcl|NC_030676.1_cds_XP_017616666.1_44750	62	26	34	40	42	22
lcl|NC_030676.1_cds_XP_017616665.1_44751	66	32	43	37	43	27
lcl|NC_030676.1_cds_XP_017618717.1_44752	15	4	16	10	6	2
lcl|NC_030676.1_cds_XP_017617309.1_44753	273	141	111	112	175	137
lcl|NC_030676.1_cds_XP_017616620.1_44755	16	11	13	2	5	8
lcl|NC_030676.1_cds_XP_017617913.1_44756	3	0	1	0	4	1
lcl|NC_030676.1_cds_XP_017619734.1_44757	114	65	103	80	65	53
lcl|NC_030676.1_cds_XP_017619733.1_44758	124	91	133	96	132	115
lcl|NC_030676.1_cds_XP_017619693.1_44759	118	76	270	207	466	372
lcl|NC_030676.1_cds_XP_017619694.1_44760	354	248	236	144	272	136
lcl|NC_030676.1_cds_XP_017619977.1_44761	106	85	93	73	25	32
lcl|NC_030676.1_cds_XP_017618459.1_44763	16	10	31	20	15	12
