GENE	G_arboreum	G_arboreum+N	G_raimondii	G_raimondii+N	UNINFORMATIVE	UNINFORMATIVE+N	UNK	UNK+N
lcl|NC_030674.1_cds_XP_017610605.1_38554	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017611345.1_38555	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608503.1_38556	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017610137.1_38558	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017611180.1_38559	0	0	0	0	0	0	1	0
lcl|NC_030674.1_cds_XP_017609704.1_38560	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017609705.1_38561	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017611512.1_38562	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017611517.1_38565	0	0	0	0	0	0	1	0
lcl|NC_030674.1_cds_XP_017609706.1_38567	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017611291.1_38568	0	0	0	0	0	0	1	0
lcl|NC_030674.1_cds_XP_017608354.1_38570	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017610105.1_38571	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017609707.1_38572	0	0	0	0	0	0	1	0
lcl|NC_030674.1_cds_XP_017608626.1_38574	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608624.1_38575	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608408.1_38576	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017611410.1_38577	0	0	0	0	0	0	1	0
lcl|NC_030674.1_cds_XP_017608302.1_38578	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017610192.1_38580	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017610191.1_38581	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017612123.1_38582	0	0	0	0	0	0	2	0
lcl|NC_030674.1_cds_XP_017611032.1_38583	0	0	0	0	0	0	2	0
lcl|NC_030674.1_cds_XP_017609931.1_38585	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608968.1_38586	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017611227.1_38587	0	0	0	0	0	0	3	0
lcl|NC_030674.1_cds_XP_017610839.1_38588	0	0	0	0	0	0	1	0
lcl|NC_030674.1_cds_XP_017609708.1_38589	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608632.1_38590	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017610299.1_38593	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608471.1_38594	0	0	0	0	0	0	1	0
lcl|NC_030674.1_cds_XP_017609887.1_38598	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017612132.1_38599	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017610551.1_38600	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608605.1_38601	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608604.1_38602	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017612114.1_38603	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017607914.1_38604	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017611545.1_38605	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608896.1_38608	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608338.1_38611	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017612023.1_38613	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017611269.1_38616	0	0	0	0	0	0	2	0
lcl|NC_030674.1_cds_XP_017608492.1_38617	0	0	0	0	0	0	1	0
lcl|NC_030674.1_cds_XP_017611986.1_38618	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017609710.1_38619	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608665.1_38620	0	0	0	0	0	0	4	0
lcl|NC_030674.1_cds_XP_017609711.1_38621	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017611084.1_38622	0	0	0	0	0	0	1	0
lcl|NC_030674.1_cds_XP_017610078.1_38625	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017611274.1_38626	0	0	0	0	0	0	2	0
lcl|NC_030674.1_cds_XP_017608703.1_38627	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608287.1_38628	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017609040.1_38630	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017610500.1_38632	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608081.1_38633	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608944.1_38636	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017609022.1_38637	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017609712.1_38642	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017610454.1_38643	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608578.1_38644	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017611280.1_38646	0	0	0	0	0	0	1	0
lcl|NC_030674.1_cds_XP_017611279.1_38647	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017609713.1_38648	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608360.1_38649	0	0	0	0	0	0	1	0
lcl|NC_030674.1_cds_XP_017611981.1_38652	0	0	0	0	0	0	2	0
lcl|NC_030674.1_cds_XP_017610184.1_38654	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608310.1_38655	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017610020.1_38656	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608435.1_38657	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608436.1_38658	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017607892.1_38659	0	0	0	0	0	0	2	0
lcl|NC_030674.1_cds_XP_017610248.1_38660	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608410.1_38661	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017611717.1_38662	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017607732.1_38663	0	0	0	0	0	0	3	0
lcl|NC_030674.1_cds_XP_017608722.1_38664	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017612130.1_38665	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017612128.1_38666	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608457.1_38668	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017609714.1_38669	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608819.1_38670	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017610250.1_38671	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017609715.1_38672	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017610249.1_38673	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608365.1_38674	0	0	0	0	0	0	1	0
lcl|NC_030674.1_cds_XP_017610804.1_38675	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017610805.1_38676	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017610803.1_38677	0	0	0	0	0	0	1	0
lcl|NC_030674.1_cds_XP_017609716.1_38678	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017609717.1_38679	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017609718.1_38680	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608863.1_38681	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017608412.1_38682	0	0	0	0	0	0	0	0
lcl|NC_030674.1_cds_XP_017610365.1_38683	0	0	0	0	0	0	1	0
lcl|NC_030674.1_cds_XP_017609720.1_38684	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613419.1_38685	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017615447.1_38686	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612773.1_38687	0	0	0	0	0	0	2	0
lcl|NC_030675.1_cds_XP_017614737.1_38688	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613421.1_38689	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613257.1_38690	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614625.1_38696	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614941.1_38697	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614942.1_38698	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612841.1_38699	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017612292.1_38700	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017615685.1_38703	0	0	0	0	0	0	2	0
lcl|NC_030675.1_cds_XP_017613422.1_38706	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615016.1_38707	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615012.1_38708	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017615011.1_38712	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615009.1_38713	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017612796.1_38715	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613330.1_38716	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613143.1_38718	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613276.1_38719	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615765.1_38720	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615762.1_38721	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017613423.1_38723	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616015.1_38724	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616231.1_38725	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615848.1_38727	0	0	0	0	0	0	2	0
lcl|NC_030675.1_cds_XP_017614218.1_38728	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614639.1_38729	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615023.1_38730	0	0	0	0	0	0	2	0
lcl|NC_030675.1_cds_XP_017615025.1_38732	0	0	0	0	0	0	3	0
lcl|NC_030675.1_cds_XP_017614825.1_38733	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615818.1_38735	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615944.1_38738	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612824.1_38739	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017612489.1_38740	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614607.1_38745	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614439.1_38748	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017615432.1_38749	0	0	0	0	0	0	3	0
lcl|NC_030675.1_cds_XP_017612890.1_38752	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616199.1_38754	0	0	0	0	0	0	2	0
lcl|NC_030675.1_cds_XP_017613077.1_38755	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615867.1_38756	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612922.1_38757	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613095.1_38759	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017613424.1_38760	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613303.1_38762	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612792.1_38764	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614819.1_38765	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615582.1_38766	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613425.1_38769	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615531.1_38770	0	0	0	0	0	0	2	0
lcl|NC_030675.1_cds_XP_017612869.1_38771	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612868.1_38772	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612559.1_38773	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612557.1_38774	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612555.1_38775	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616075.1_38778	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616077.1_38779	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612434.1_38780	0	0	0	0	0	0	2	0
lcl|NC_030675.1_cds_XP_017614677.1_38781	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612838.1_38782	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613332.1_38783	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613294.1_38784	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613426.1_38785	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612760.1_38786	0	0	0	0	0	0	2	0
lcl|NC_030675.1_cds_XP_017614629.1_38787	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612973.1_38788	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017612697.1_38789	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614706.1_38791	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616046.1_38792	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616044.1_38793	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017614719.1_38795	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613156.1_38796	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613427.1_38797	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616230.1_38798	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613429.1_38799	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612704.1_38800	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613299.1_38802	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615501.1_38803	0	0	0	0	0	0	3	0
lcl|NC_030675.1_cds_XP_017615502.1_38804	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017613430.1_38805	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612900.1_38806	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613148.1_38808	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614472.1_38809	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615537.1_38810	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017615538.1_38811	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017615798.1_38812	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017615797.1_38814	0	0	0	0	0	0	3	0
lcl|NC_030675.1_cds_XP_017613003.1_38815	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613431.1_38816	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616026.1_38817	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612275.1_38819	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612467.1_38820	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017612390.1_38821	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613432.1_38822	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017614316.1_38823	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615072.1_38825	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017615510.1_38828	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613433.1_38830	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612171.1_38831	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612170.1_38832	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614172.1_38833	0	0	0	0	0	0	2	0
lcl|NC_030675.1_cds_XP_017612359.1_38834	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612360.1_38835	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612225.1_38837	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615135.1_38846	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615134.1_38847	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017613171.1_38848	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614219.1_38849	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614302.1_38850	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017615652.1_38851	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613006.1_38852	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017614900.1_38853	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614953.1_38854	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612156.1_38855	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612155.1_38857	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017614433.1_38858	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017615363.1_38860	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615364.1_38861	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017615190.1_38862	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017612418.1_38864	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017614288.1_38865	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017614264.1_38866	0	0	0	0	0	0	2	0
lcl|NC_030675.1_cds_XP_017613269.1_38867	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615209.1_38868	0	0	0	0	0	0	2	0
lcl|NC_030675.1_cds_XP_017615213.1_38871	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615214.1_38872	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615212.1_38873	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613435.1_38874	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616019.1_38875	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017614696.1_38878	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614523.1_38879	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614814.1_38880	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615961.1_38881	0	0	0	0	0	0	4	0
lcl|NC_030675.1_cds_XP_017616003.1_38882	0	0	0	0	0	0	3	0
lcl|NC_030675.1_cds_XP_017615494.1_38883	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615495.1_38884	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616200.1_38885	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613436.1_38886	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613437.1_38887	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613440.1_38888	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614971.1_38889	0	0	0	0	0	0	6	0
lcl|NC_030675.1_cds_XP_017614297.1_38890	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614298.1_38891	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612776.1_38892	0	0	0	0	0	0	2	0
lcl|NC_030675.1_cds_XP_017615978.1_38893	0	0	0	0	0	0	3	0
lcl|NC_030675.1_cds_XP_017613441.1_38894	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615563.1_38895	0	0	0	0	0	0	2	0
lcl|NC_030675.1_cds_XP_017616072.1_38896	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017614692.1_38899	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616065.1_38900	0	0	0	0	0	0	2	0
lcl|NC_030675.1_cds_XP_017612981.1_38903	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614177.1_38904	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612523.1_38905	0	0	0	0	0	0	2	0
lcl|NC_030675.1_cds_XP_017613443.1_38907	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612179.1_38908	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613444.1_38909	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613446.1_38910	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612814.1_38911	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615626.1_38913	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613447.1_38914	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612754.1_38915	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017612176.1_38916	0	0	0	0	0	0	2	0
lcl|NC_030675.1_cds_XP_017613031.1_38919	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613448.1_38920	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614984.1_38921	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614211.1_38922	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616150.1_38923	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616153.1_38926	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612587.1_38927	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614744.1_38928	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614745.1_38929	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612634.1_38930	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017612633.1_38931	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615052.1_38932	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613449.1_38933	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614583.1_38934	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613450.1_38935	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613451.1_38936	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614537.1_38937	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616056.1_38938	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613452.1_38939	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613453.1_38940	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613222.1_38941	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613454.1_38944	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615111.1_38945	0	0	0	0	0	0	4	0
lcl|NC_030675.1_cds_XP_017615307.1_38946	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615312.1_38948	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615309.1_38950	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612712.1_38953	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017616245.1_38954	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017615426.1_38957	0	0	0	0	0	0	5	0
lcl|NC_030675.1_cds_XP_017615427.1_38958	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613398.1_38959	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615176.1_38960	0	0	0	0	0	0	11	0
lcl|NC_030675.1_cds_XP_017615267.1_38961	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613455.1_38968	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612205.1_38969	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017613329.1_38970	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613456.1_38971	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613457.1_38972	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615996.1_38973	0	0	0	0	0	0	3	0
lcl|NC_030675.1_cds_XP_017614248.1_38974	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017614328.1_38975	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613382.1_38976	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612783.1_38978	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017614201.1_38979	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613458.1_38980	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615950.1_38981	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017614444.1_38983	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614930.1_38984	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612468.1_38985	0	0	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017613244.1_38986	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612816.1_38987	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614641.1_38992	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613459.1_38993	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613043.1_38994	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612561.1_38995	0	0	0	0	0	0	3	0
lcl|NC_030675.1_cds_XP_017614843.1_38996	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615629.1_38997	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616028.1_38999	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613465.1_39002	0	0	0	0	0	0	4	0
lcl|NC_030675.1_cds_XP_017614811.1_39003	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615507.1_39004	0	0	0	0	0	0	3	0
lcl|NC_030675.1_cds_XP_017614688.1_39005	0	0	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612983.1_39006	0	0	0	0	0	0	0	0
